,date,admin1Name,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2
0,2009-07-01,Barh-El-Gazel,373443.0,264122,0.0,0.0,264122.0,0.0,0.0,0.0,0.0,264122.0,0.0,0.0,0.0,264122.0,0.0,0.0,0.0,264122.0,264122.0,264122.0
1,2009-07-01,Batha,689835.0,487895,0.0,180135.0,307760.0,0.0,0.0,0.0,180135.0,307760.0,0.0,0.0,0.0,487895.0,0.0,0.0,0.0,487895.0,487895.0,487895.0
2,2009-07-01,Borkou,138103.0,97674,0.0,97674.0,0.0,0.0,0.0,0.0,97674.0,0.0,0.0,0.0,0.0,97674.0,0.0,0.0,0.0,97674.0,97674.0,97674.0
3,2009-07-01,Chari-Baguirmi,845088.0,597700,408702.0,188998.0,0.0,0.0,0.0,0.0,408702.0,188998.0,0.0,0.0,408702.0,188998.0,0.0,0.0,0.0,597700.0,597700.0,597700.0
4,2009-07-01,Ennedi Est,158099.0,111817,0.0,111817.0,0.0,0.0,0.0,0.0,111817.0,0.0,0.0,0.0,0.0,111817.0,0.0,0.0,0.0,111817.0,111817.0,111817.0
5,2009-07-01,Ennedi Ouest,89313.0,63167,0.0,63167.0,0.0,0.0,0.0,0.0,63167.0,0.0,0.0,0.0,0.0,63167.0,0.0,0.0,0.0,63167.0,63167.0,63167.0
6,2009-07-01,Guéra,635822.0,449693,86514.0,363179.0,0.0,0.0,0.0,0.0,449693.0,0.0,0.0,0.0,0.0,449693.0,0.0,0.0,0.0,449693.0,449693.0,449693.0
7,2009-07-01,Hadjer-Lamis,822222.0,581527,234352.0,153953.0,193222.0,0.0,0.0,0.0,234352.0,347175.0,0.0,0.0,234352.0,347175.0,0.0,0.0,0.0,581527.0,581527.0,581527.0
8,2009-07-01,Kanem,498268.0,352405,0.0,0.0,352405.0,0.0,0.0,0.0,0.0,352405.0,0.0,0.0,0.0,352405.0,0.0,0.0,0.0,352405.0,352405.0,352405.0
9,2009-07-01,Lac,638661.0,451701,232091.0,0.0,219610.0,0.0,0.0,0.0,232091.0,219610.0,0.0,0.0,232091.0,219610.0,0.0,0.0,0.0,451701.0,451701.0,451701.0
10,2009-07-01,Logone Occidental,1032541.0,730278,0.0,730278.0,0.0,0.0,0.0,0.0,730278.0,0.0,0.0,0.0,730278.0,0.0,0.0,0.0,0.0,730278.0,730278.0,730278.0
11,2009-07-01,Logone Oriental,1161152.0,821240,230763.0,590477.0,0.0,0.0,0.0,0.0,821240.0,0.0,0.0,0.0,821240.0,0.0,0.0,0.0,0.0,821240.0,821240.0,821240.0
12,2009-07-01,Mandoul,928304.0,656556,0.0,656556.0,0.0,0.0,0.0,0.0,656556.0,0.0,0.0,0.0,656556.0,0.0,0.0,0.0,0.0,656556.0,656556.0,656556.0
13,2009-07-01,Mayo-Kebbi Est,1146679.0,811005,0.0,572420.0,238585.0,0.0,0.0,0.0,572420.0,238585.0,0.0,0.0,572420.0,238585.0,0.0,0.0,0.0,811005.0,811005.0,811005.0
14,2009-07-01,Mayo-Kebbi Ouest,845390.0,597914,243336.0,354578.0,0.0,0.0,0.0,0.0,597914.0,0.0,0.0,0.0,597914.0,0.0,0.0,0.0,0.0,597914.0,597914.0,597914.0
15,2009-07-01,Moyen-Chari,877778.0,620821,183915.0,436906.0,0.0,0.0,0.0,0.0,620821.0,0.0,0.0,0.0,620821.0,0.0,0.0,0.0,0.0,620821.0,620821.0,620821.0
16,2009-07-01,N'Djamena,1592258.0,1126148,0.0,1126148.0,0.0,0.0,0.0,0.0,0.0,1126148.0,0.0,0.0,0.0,1126148.0,0.0,0.0,0.0,1126148.0,1126148.0,1126148.0
17,2009-07-01,Ouaddaï,1068946.0,756027,344534.0,411493.0,0.0,0.0,0.0,0.0,756027.0,0.0,0.0,0.0,0.0,756027.0,0.0,0.0,0.0,756027.0,756027.0,756027.0
18,2009-07-01,Salamat,450505.0,318625,318625.0,0.0,0.0,0.0,0.0,0.0,318625.0,0.0,0.0,0.0,318625.0,0.0,0.0,0.0,0.0,318625.0,318625.0,318625.0
19,2009-07-01,Sila,563716.0,398696,0.0,398696.0,0.0,0.0,0.0,0.0,398696.0,0.0,0.0,0.0,0.0,398696.0,0.0,0.0,0.0,398696.0,398696.0,398696.0
20,2009-07-01,Tandjilé,996203.0,704578,433527.0,271051.0,0.0,0.0,0.0,0.0,704578.0,0.0,0.0,0.0,704578.0,0.0,0.0,0.0,0.0,704578.0,704578.0,704578.0
21,2009-07-01,Tibesti,37784.0,26722,0.0,26722.0,0.0,0.0,0.0,0.0,26722.0,0.0,0.0,0.0,0.0,26722.0,0.0,0.0,0.0,26722.0,26722.0,26722.0
22,2009-07-01,Wadi Fira,754741.0,533801,0.0,0.0,533801.0,0.0,0.0,0.0,0.0,533801.0,0.0,0.0,0.0,533801.0,0.0,0.0,0.0,533801.0,533801.0,533801.0
23,2009-10-01,Barh-El-Gazel,373443.0,264122,0.0,0.0,264122.0,0.0,0.0,0.0,264122.0,0.0,0.0,0.0,0.0,264122.0,0.0,0.0,0.0,264122.0,264122.0,264122.0
24,2009-10-01,Batha,689835.0,487895,0.0,180135.0,307760.0,0.0,0.0,0.0,487895.0,0.0,0.0,0.0,0.0,487895.0,0.0,0.0,0.0,487895.0,487895.0,487895.0
25,2009-10-01,Borkou,138103.0,97674,0.0,97674.0,0.0,0.0,0.0,0.0,97674.0,0.0,0.0,0.0,0.0,97674.0,0.0,0.0,0.0,97674.0,97674.0,97674.0
26,2009-10-01,Chari-Baguirmi,845088.0,597700,0.0,597700.0,0.0,0.0,0.0,408702.0,188998.0,0.0,0.0,0.0,0.0,597700.0,0.0,0.0,0.0,597700.0,597700.0,597700.0
27,2009-10-01,Ennedi Est,158099.0,111817,0.0,111817.0,0.0,0.0,0.0,0.0,111817.0,0.0,0.0,0.0,0.0,111817.0,0.0,0.0,0.0,111817.0,111817.0,111817.0
28,2009-10-01,Ennedi Ouest,89313.0,63167,0.0,63167.0,0.0,0.0,0.0,0.0,63167.0,0.0,0.0,0.0,0.0,63167.0,0.0,0.0,0.0,63167.0,63167.0,63167.0
29,2009-10-01,Guéra,635822.0,449693,0.0,449693.0,0.0,0.0,0.0,449693.0,0.0,0.0,0.0,0.0,449693.0,0.0,0.0,0.0,0.0,449693.0,449693.0,449693.0
30,2009-10-01,Hadjer-Lamis,822222.0,581527,0.0,388305.0,193222.0,0.0,0.0,234352.0,347175.0,0.0,0.0,0.0,0.0,581527.0,0.0,0.0,0.0,581527.0,581527.0,581527.0
